first_date,id,page_name,ad_snapshot_url
2026-08-09,1379314377597700,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1379314377597701&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1517702289636350,Ballzy Suomi,https://www.facebook.com/ads/archive/render_ad/?id=1517702289636350&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2945287285807380,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=2945287285807376&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1558820429368260,Ballzy Suomi,https://www.facebook.com/ads/archive/render_ad/?id=1558820429368257&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1029369039865320,Ballzy Suomi,https://www.facebook.com/ads/archive/render_ad/?id=1029369039865321&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1361600995525440,Citadele pank,https://www.facebook.com/ads/archive/render_ad/?id=1361600995525440&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1303802141617380,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=1303802141617379&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1095243999494570,Lidl Eesti,https://www.facebook.com/ads/archive/render_ad/?id=1095243999494567&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,979214721840905,Confido,https://www.facebook.com/ads/archive/render_ad/?id=979214721840905&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1062649889502440,Ballzy Basketball,https://www.facebook.com/ads/archive/render_ad/?id=1062649889502436&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1986061048741410,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1986061048741414&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2458885104588100,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=2458885104588095&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1363894179187450,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=1363894179187448&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,910198724917351,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=910198724917351&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1032074152900760,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=1032074152900756&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1103419202035600,Ballzy Suomi,https://www.facebook.com/ads/archive/render_ad/?id=1103419202035603&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1597960745283910,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1597960745283906&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1605326397683980,Lidl Eesti,https://www.facebook.com/ads/archive/render_ad/?id=1605326397683981&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1761015315248080,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1761015315248083&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1368171085451560,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=1368171085451560&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2822575331434700,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=2822575331434696&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,4565347476944550,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=4565347476944546&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1373706444150300,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=1373706444150296&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1500006935214700,Ballzy Suomi,https://www.facebook.com/ads/archive/render_ad/?id=1500006935214697&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1479142780687970,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=1479142780687974&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2067640843874930,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=2067640843874927&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2212545132914560,Ballzy Eesti,https://www.facebook.com/ads/archive/render_ad/?id=2212545132914558&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1351277883822900,Citadele pank,https://www.facebook.com/ads/archive/render_ad/?id=1351277883822896&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1346963140836190,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1346963140836191&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1601847391485650,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=1601847391485653&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,730374233504558,Lidl Eesti,https://www.facebook.com/ads/archive/render_ad/?id=730374233504558&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,3102370683289970,Ballzy Lietuva,https://www.facebook.com/ads/archive/render_ad/?id=3102370683289968&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,4542754599340400,Coop Eesti,https://www.facebook.com/ads/archive/render_ad/?id=4542754599340398&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,1361451692850170,JD Sports Lithuania,https://www.facebook.com/ads/archive/render_ad/?id=1361451692850170&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
2026-08-09,2661268157641340,Ballzy Latvija,https://www.facebook.com/ads/archive/render_ad/?id=2661268157641335&access_token=EAATnrmoQyC4BRtlStZCpnUVOAiZAI7ia41GvW0Sam17UPHT0rfwpjZCnFZBVOUsAhLc76Al3mcLeT1xzOtMTgxR2aBJrWIwVIZCkzD8dXjjeybLndMrBmf41ds0ScfegvMr1mEGZC872hiUMZCbYSr8RUFZBZBB8vteMefp8vWepUjMJ342AkxzDv6JFgW7ZAMRsU1x8KlvZBZBf
